Date_ItemName_ENG,LocalHealthBoard_ItemName_ENG,Indicator_ItemName_ENG,Data
22-Jun-20,Velindre University NHS Trust,Non-COVID-19 admissions&#10;,0
22-Jun-20,Wales,COVID-19 admissions (suspected and confirmed),71
22-Jun-20,Wales,Non-COVID-19 admissions&#10;,542
23-Jun-20,Aneurin Bevan University Local Health Board,COVID-19 admissions (suspected and confirmed),6
23-Jun-20,Aneurin Bevan University Local Health Board,Non-COVID-19 admissions&#10;,290
23-Jun-20,Betsi Cadwaladr University Local Health Board,COVID-19 admissions (suspected and confirmed),14
23-Jun-20,Betsi Cadwaladr University Local Health Board,Non-COVID-19 admissions&#10;,258
23-Jun-20,Cardiff and Vale University Local Health Board,COVID-19 admissions (suspected and confirmed),26
23-Jun-20,Cardiff and Vale University Local Health Board,Non-COVID-19 admissions&#10;,230
23-Jun-20,Cwm Taf Morgannwg University Local Health Board,COVID-19 admissions (suspected and confirmed),17
23-Jun-20,Cwm Taf Morgannwg University Local Health Board,Non-COVID-19 admissions&#10;,110
23-Jun-20,Hywel Dda University Local Health Board,COVID-19 admissions (suspected and confirmed),10
23-Jun-20,Hywel Dda University Local Health Board,Non-COVID-19 admissions&#10;,103
23-Jun-20,Powys Teaching Local Health Board,COVID-19 admissions (suspected and confirmed),0
23-Jun-20,Powys Teaching Local Health Board,Non-COVID-19 admissions&#10;,4
23-Jun-20,Swansea Bay University Local Health Board,COVID-19 admissions (suspected and confirmed),10
23-Jun-20,Swansea Bay University Local Health Board,Non-COVID-19 admissions&#10;,103
23-Jun-20,Velindre University NHS Trust,COVID-19 admissions (suspected and confirmed),0
23-Jun-20,Velindre University NHS Trust,Non-COVID-19 admissions&#10;,6
23-Jun-20,Wales,COVID-19 admissions (suspected and confirmed),83
23-Jun-20,Wales,Non-COVID-19 admissions&#10;,1104
24-Jun-20,Aneurin Bevan University Local Health Board,COVID-19 admissions (suspected and confirmed),17
24-Jun-20,Aneurin Bevan University Local Health Board,Non-COVID-19 admissions&#10;,262
24-Jun-20,Betsi Cadwaladr University Local Health Board,COVID-19 admissions (suspected and confirmed),18
24-Jun-20,Betsi Cadwaladr University Local Health Board,Non-COVID-19 admissions&#10;,219
24-Jun-20,Cardiff and Vale University Local Health Board,COVID-19 admissions (suspected and confirmed),29
24-Jun-20,Cardiff and Vale University Local Health Board,Non-COVID-19 admissions&#10;,248
24-Jun-20,Cwm Taf Morgannwg University Local Health Board,COVID-19 admissions (suspected and confirmed),19
24-Jun-20,Cwm Taf Morgannwg University Local Health Board,Non-COVID-19 admissions&#10;,96
24-Jun-20,Hywel Dda University Local Health Board,COVID-19 admissions (suspected and confirmed),15
24-Jun-20,Hywel Dda University Local Health Board,Non-COVID-19 admissions&#10;,91
24-Jun-20,Powys Teaching Local Health Board,COVID-19 admissions (suspected and confirmed),0
24-Jun-20,Powys Teaching Local Health Board,Non-COVID-19 admissions&#10;,6
24-Jun-20,Swansea Bay University Local Health Board,COVID-19 admissions (suspected and confirmed),7
24-Jun-20,Swansea Bay University Local Health Board,Non-COVID-19 admissions&#10;,75
24-Jun-20,Velindre University NHS Trust,COVID-19 admissions (suspected and confirmed),0
24-Jun-20,Velindre University NHS Trust,Non-COVID-19 admissions&#10;,3
24-Jun-20,Wales,COVID-19 admissions (suspected and confirmed),105
24-Jun-20,Wales,Non-COVID-19 admissions&#10;,1000
25-Jun-20,Aneurin Bevan University Local Health Board,COVID-19 admissions (suspected and confirmed),14
25-Jun-20,Aneurin Bevan University Local Health Board,Non-COVID-19 admissions&#10;,287
25-Jun-20,Betsi Cadwaladr University Local Health Board,COVID-19 admissions (suspected and confirmed),8
25-Jun-20,Betsi Cadwaladr University Local Health Board,Non-COVID-19 admissions&#10;,236
25-Jun-20,Cardiff and Vale University Local Health Board,COVID-19 admissions (suspected and confirmed),18
25-Jun-20,Cardiff and Vale University Local Health Board,Non-COVID-19 admissions&#10;,229
25-Jun-20,Cwm Taf Morgannwg University Local Health Board,COVID-19 admissions (suspected and confirmed),10
25-Jun-20,Cwm Taf Morgannwg University Local Health Board,Non-COVID-19 admissions&#10;,112
25-Jun-20,Hywel Dda University Local Health Board,COVID-19 admissions (suspected and confirmed),15
25-Jun-20,Hywel Dda University Local Health Board,Non-COVID-19 admissions&#10;,102
25-Jun-20,Powys Teaching Local Health Board,COVID-19 admissions (suspected and confirmed),0
25-Jun-20,Powys Teaching Local Health Board,Non-COVID-19 admissions&#10;,6
25-Jun-20,Swansea Bay University Local Health Board,COVID-19 admissions (suspected and confirmed),2
25-Jun-20,Swansea Bay University Local Health Board,Non-COVID-19 admissions&#10;,100
25-Jun-20,Velindre University NHS Trust,COVID-19 admissions (suspected and confirmed),0
25-Jun-20,Velindre University NHS Trust,Non-COVID-19 admissions&#10;,8
25-Jun-20,Wales,COVID-19 admissions (suspected and confirmed),67
25-Jun-20,Wales,Non-COVID-19 admissions&#10;,1080
26-Jun-20,Aneurin Bevan University Local Health Board,COVID-19 admissions (suspected and confirmed),15
26-Jun-20,Aneurin Bevan University Local Health Board,Non-COVID-19 admissions&#10;,293
26-Jun-20,Betsi Cadwaladr University Local Health Board,COVID-19 admissions (suspected and confirmed),24
26-Jun-20,Betsi Cadwaladr University Local Health Board,Non-COVID-19 admissions&#10;,191
26-Jun-20,Cardiff and Vale University Local Health Board,COVID-19 admissions (suspected and confirmed),25
26-Jun-20,Cardiff and Vale University Local Health Board,Non-COVID-19 admissions&#10;,221
26-Jun-20,Cwm Taf Morgannwg University Local Health Board,COVID-19 admissions (suspected and confirmed),15
26-Jun-20,Cwm Taf Morgannwg University Local Health Board,Non-COVID-19 admissions&#10;,61
26-Jun-20,Hywel Dda University Local Health Board,COVID-19 admissions (suspected and confirmed),8
26-Jun-20,Hywel Dda University Local Health Board,Non-COVID-19 admissions&#10;,67
26-Jun-20,Powys Teaching Local Health Board,COVID-19 admissions (suspected and confirmed),0
26-Jun-20,Powys Teaching Local Health Board,Non-COVID-19 admissions&#10;,8
26-Jun-20,Swansea Bay University Local Health Board,COVID-19 admissions (suspected and confirmed),9
26-Jun-20,Swansea Bay University Local Health Board,Non-COVID-19 admissions&#10;,86
26-Jun-20,Velindre University NHS Trust,COVID-19 admissions (suspected and confirmed),0
26-Jun-20,Velindre University NHS Trust,Non-COVID-19 admissions&#10;,10
26-Jun-20,Wales,COVID-19 admissions (suspected and confirmed),96
26-Jun-20,Wales,Non-COVID-19 admissions&#10;,937
27-Jun-20,Aneurin Bevan University Local Health Board,COVID-19 admissions (suspected and confirmed),10
27-Jun-20,Aneurin Bevan University Local Health Board,Non-COVID-19 admissions&#10;,280
27-Jun-20,Betsi Cadwaladr University Local Health Board,COVID-19 admissions (suspected and confirmed),15
27-Jun-20,Betsi Cadwaladr University Local Health Board,Non-COVID-19 admissions&#10;,183
27-Jun-20,Cardiff and Vale University Local Health Board,COVID-19 admissions (suspected and confirmed),19
27-Jun-20,Cardiff and Vale University Local Health Board,Non-COVID-19 admissions&#10;,214
27-Jun-20,Cwm Taf Morgannwg University Local Health Board,COVID-19 admissions (suspected and confirmed),12
27-Jun-20,Cwm Taf Morgannwg University Local Health Board,Non-COVID-19 admissions&#10;,104
27-Jun-20,Hywel Dda University Local Health Board,COVID-19 admissions (suspected and confirmed),23
27-Jun-20,Hywel Dda University Local Health Board,Non-COVID-19 admissions&#10;,88
27-Jun-20,Powys Teaching Local Health Board,COVID-19 admissions (suspected and confirmed),0
27-Jun-20,Powys Teaching Local Health Board,Non-COVID-19 admissions&#10;,7
27-Jun-20,Swansea Bay University Local Health Board,COVID-19 admissions (suspected and confirmed),2
27-Jun-20,Swansea Bay University Local Health Board,Non-COVID-19 admissions&#10;,82
27-Jun-20,Velindre University NHS Trust,COVID-19 admissions (suspected and confirmed),0
27-Jun-20,Velindre University NHS Trust,Non-COVID-19 admissions&#10;,12
27-Jun-20,Wales,COVID-19 admissions (suspected and confirmed),81
27-Jun-20,Wales,Non-COVID-19 admissions&#10;,970
28-Jun-20,Aneurin Bevan University Local Health Board,COVID-19 admissions (suspected and confirmed),6
28-Jun-20,Aneurin Bevan University Local Health Board,Non-COVID-19 admissions&#10;,160
28-Jun-20,Betsi Cadwaladr University Local Health Board,COVID-19 admissions (suspected and confirmed),8
28-Jun-20,Betsi Cadwaladr University Local Health Board,Non-COVID-19 admissions&#10;,98
28-Jun-20,Cardiff and Vale University Local Health Board,COVID-19 admissions (suspected and confirmed),10
28-Jun-20,Cardiff and Vale University Local Health Board,Non-COVID-19 admissions&#10;,112
28-Jun-20,Cwm Taf Morgannwg University Local Health Board,COVID-19 admissions (suspected and confirmed),8
28-Jun-20,Cwm Taf Morgannwg University Local Health Board,Non-COVID-19 admissions&#10;,64
28-Jun-20,Hywel Dda University Local Health Board,COVID-19 admissions (suspected and confirmed),12
28-Jun-20,Hywel Dda University Local Health Board,Non-COVID-19 admissions&#10;,65
28-Jun-20,Powys Teaching Local Health Board,COVID-19 admissions (suspected and confirmed),0
28-Jun-20,Powys Teaching Local Health Board,Non-COVID-19 admissions&#10;,3
28-Jun-20,Swansea Bay University Local Health Board,COVID-19 admissions (suspected and confirmed),6
28-Jun-20,Swansea Bay University Local Health Board,Non-COVID-19 admissions&#10;,49
28-Jun-20,Velindre University NHS Trust,COVID-19 admissions (suspected and confirmed),0
28-Jun-20,Velindre University NHS Trust,Non-COVID-19 admissions&#10;,1
28-Jun-20,Wales,COVID-19 admissions (suspected and confirmed),50
28-Jun-20,Wales,Non-COVID-19 admissions&#10;,552
29-Jun-20,Aneurin Bevan University Local Health Board,COVID-19 admissions (suspected and confirmed),7
29-Jun-20,Aneurin Bevan University Local Health Board,Non-COVID-19 admissions&#10;,132
29-Jun-20,Betsi Cadwaladr University Local Health Board,COVID-19 admissions (suspected and confirmed),14
29-Jun-20,Betsi Cadwaladr University Local Health Board,Non-COVID-19 admissions&#10;,99
29-Jun-20,Cardiff and Vale University Local Health Board,COVID-19 admissions (suspected and confirmed),3
29-Jun-20,Cardiff and Vale University Local Health Board,Non-COVID-19 admissions&#10;,128
29-Jun-20,Cwm Taf Morgannwg University Local Health Board,COVID-19 admissions (suspected and confirmed),11
29-Jun-20,Cwm Taf Morgannwg University Local Health Board,Non-COVID-19 admissions&#10;,63
29-Jun-20,Hywel Dda University Local Health Board,COVID-19 admissions (suspected and confirmed),7
29-Jun-20,Hywel Dda University Local Health Board,Non-COVID-19 admissions&#10;,49
29-Jun-20,Powys Teaching Local Health Board,COVID-19 admissions (suspected and confirmed),0
29-Jun-20,Powys Teaching Local Health Board,Non-COVID-19 admissions&#10;,2
29-Jun-20,Swansea Bay University Local Health Board,COVID-19 admissions (suspected and confirmed),7
29-Jun-20,Swansea Bay University Local Health Board,Non-COVID-19 admissions&#10;,56
29-Jun-20,Velindre University NHS Trust,COVID-19 admissions (suspected and confirmed),0
29-Jun-20,Velindre University NHS Trust,Non-COVID-19 admissions&#10;,1
29-Jun-20,Wales,COVID-19 admissions (suspected and confirmed),49
29-Jun-20,Wales,Non-COVID-19 admissions&#10;,530
30-Jun-20,Aneurin Bevan University Local Health Board,COVID-19 admissions (suspected and confirmed),12
30-Jun-20,Aneurin Bevan University Local Health Board,Non-COVID-19 admissions&#10;,290
30-Jun-20,Betsi Cadwaladr University Local Health Board,COVID-19 admissions (suspected and confirmed),15
30-Jun-20,Betsi Cadwaladr University Local Health Board,Non-COVID-19 admissions&#10;,226
30-Jun-20,Cardiff and Vale University Local Health Board,COVID-19 admissions (suspected and confirmed),34
30-Jun-20,Cardiff and Vale University Local Health Board,Non-COVID-19 admissions&#10;,209
30-Jun-20,Cwm Taf Morgannwg University Local Health Board,COVID-19 admissions (suspected and confirmed),29
30-Jun-20,Cwm Taf Morgannwg University Local Health Board,Non-COVID-19 admissions&#10;,104
30-Jun-20,Hywel Dda University Local Health Board,COVID-19 admissions (suspected and confirmed),7
30-Jun-20,Hywel Dda University Local Health Board,Non-COVID-19 admissions&#10;,100
30-Jun-20,Powys Teaching Local Health Board,COVID-19 admissions (suspected and confirmed),0
30-Jun-20,Powys Teaching Local Health Board,Non-COVID-19 admissions&#10;,3
30-Jun-20,Swansea Bay University Local Health Board,COVID-19 admissions (suspected and confirmed),8
30-Jun-20,Swansea Bay University Local Health Board,Non-COVID-19 admissions&#10;,83
30-Jun-20,Velindre University NHS Trust,COVID-19 admissions (suspected and confirmed),0
30-Jun-20,Velindre University NHS Trust,Non-COVID-19 admissions&#10;,7
30-Jun-20,Wales,COVID-19 admissions (suspected and confirmed),105
30-Jun-20,Wales,Non-COVID-19 admissions&#10;,1022
01-Jul-20,Aneurin Bevan University Local Health Board,COVID-19 admissions (suspected and confirmed),11
01-Jul-20,Aneurin Bevan University Local Health Board,Non-COVID-19 admissions&#10;,251
01-Jul-20,Betsi Cadwaladr University Local Health Board,COVID-19 admissions (suspected and confirmed),12
01-Jul-20,Betsi Cadwaladr University Local Health Board,Non-COVID-19 admissions&#10;,182
01-Jul-20,Cardiff and Vale University Local Health Board,COVID-19 admissions (suspected and confirmed),10
01-Jul-20,Cardiff and Vale University Local Health Board,Non-COVID-19 admissions&#10;,258
01-Jul-20,Cwm Taf Morgannwg University Local Health Board,COVID-19 admissions (suspected and confirmed),11
01-Jul-20,Cwm Taf Morgannwg University Local Health Board,Non-COVID-19 admissions&#10;,99
01-Jul-20,Hywel Dda University Local Health Board,COVID-19 admissions (suspected and confirmed),17
01-Jul-20,Hywel Dda University Local Health Board,Non-COVID-19 admissions&#10;,79
01-Jul-20,Powys Teaching Local Health Board,COVID-19 admissions (suspected and confirmed),0
01-Jul-20,Powys Teaching Local Health Board,Non-COVID-19 admissions&#10;,5
01-Jul-20,Swansea Bay University Local Health Board,COVID-19 admissions (suspected and confirmed),6
01-Jul-20,Swansea Bay University Local Health Board,Non-COVID-19 admissions&#10;,93
01-Jul-20,Velindre University NHS Trust,COVID-19 admissions (suspected and confirmed),0
01-Jul-20,Velindre University NHS Trust,Non-COVID-19 admissions&#10;,9
01-Jul-20,Wales,COVID-19 admissions (suspected and confirmed),67
01-Jul-20,Wales,Non-COVID-19 admissions&#10;,976
02-Jul-20,Aneurin Bevan University Local Health Board,COVID-19 admissions (suspected and confirmed),6
02-Jul-20,Aneurin Bevan University Local Health Board,Non-COVID-19 admissions&#10;,248
02-Jul-20,Betsi Cadwaladr University Local Health Board,COVID-19 admissions (suspected and confirmed),15
02-Jul-20,Betsi Cadwaladr University Local Health Board,Non-COVID-19 admissions&#10;,213
02-Jul-20,Cardiff and Vale University Local Health Board,COVID-19 admissions (suspected and confirmed),13
02-Jul-20,Cardiff and Vale University Local Health Board,Non-COVID-19 admissions&#10;,264
02-Jul-20,Cwm Taf Morgannwg University Local Health Board,COVID-19 admissions (suspected and confirmed),11
02-Jul-20,Cwm Taf Morgannwg University Local Health Board,Non-COVID-19 admissions&#10;,108
02-Jul-20,Hywel Dda University Local Health Board,COVID-19 admissions (suspected and confirmed),9
02-Jul-20,Hywel Dda University Local Health Board,Non-COVID-19 admissions&#10;,116
02-Jul-20,Powys Teaching Local Health Board,COVID-19 admissions (suspected and confirmed),0
02-Jul-20,Powys Teaching Local Health Board,Non-COVID-19 admissions&#10;,3
02-Jul-20,Swansea Bay University Local Health Board,COVID-19 admissions (suspected and confirmed),10
02-Jul-20,Swansea Bay University Local Health Board,Non-COVID-19 admissions&#10;,93
02-Jul-20,Velindre University NHS Trust,COVID-19 admissions (suspected and confirmed),0
02-Jul-20,Velindre University NHS Trust,Non-COVID-19 admissions&#10;,2
02-Jul-20,Wales,COVID-19 admissions (suspected and confirmed),64
02-Jul-20,Wales,Non-COVID-19 admissions&#10;,1047
03-Jul-20,Aneurin Bevan University Local Health Board,COVID-19 admissions (suspected and confirmed),8
03-Jul-20,Aneurin Bevan University Local Health Board,Non-COVID-19 admissions&#10;,262
03-Jul-20,Betsi Cadwaladr University Local Health Board,COVID-19 admissions (suspected and confirmed),16
03-Jul-20,Betsi Cadwaladr University Local Health Board,Non-COVID-19 admissions&#10;,164
03-Jul-20,Cardiff and Vale University Local Health Board,COVID-19 admissions (suspected and confirmed),11
